const,no_of_adults,no_of_weekend_nights,type_of_meal_plan,required_car_parking_space,lead_time,arrival_month,repeated_guest,avg_price_per_room,no_of_special_requests,total_guests,booking_duration,previous_cancel_rate,booking_day,holiday,long_weekend,arrival_day,tourism_season,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,target
1.0,1,2,1,0,98,10,0,90.45,1,1,4,0.0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,105,4,0,75.0,0,2,1,0.0,4,0,0,4,2,0,0,0,0,0,0,0,0,0,1,1
1.0,3,2,1,0,150,7,0,131.75,2,3,10,0.0,2,0,0,5,4,0,0,1,0,0,0,0,0,0,1,1
1.0,1,2,1,0,65,9,0,130.9,2,1,5,0.0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,1,1,0,38,3,0,76.5,1,1,3,0.0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,1,1
1.0,3,1,1,0,0,6,0,105.4,0,3,3,0.0,2,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0
1.0,1,1,1,0,4,10,1,65.0,1,1,1,0.0,6,0,1,3,3,0,0,0,0,0,0,0,1,0,0,0
1.0,2,2,0,0,19,6,0,119.0,1,2,3,0.0,3,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,41,3,0,66.72,1,3,9,0.0,5,1,0,4,1,0,0,1,0,0,0,0,0,1,0,0
1.0,1,0,1,0,204,5,0,90.0,0,1,3,0.0,4,0,0,5,2,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,1,0,35,3,0,540.0,0,2,1,0.0,6,0,0,6,1,0,0,0,0,0,0,0,0,1,0,1
1.0,2,1,1,0,50,2,0,69.57,2,3,5,0.0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,214,9,0,120.9,0,2,3,0.0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,2,0,0,8,0,109.0,0,2,2,0.0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1,0,166,6,0,96.3,1,2,1,0.0,3,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,2,0,102,10,0,109.0,0,2,2,0.0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,61,10,0,91.0,0,2,2,0.0,4,1,1,2,3,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,1,0,86,9,0,90.0,0,1,2,0.0,3,0,0,5,3,0,0,0,0,0,0,0,1,0,0,0
1.0,2,0,1,0,143,8,0,100.0,0,2,3,0.0,2,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0
1.0,1,2,1,0,15,3,0,97.0,0,1,3,0.0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1.0,1,0,1,0,151,1,0,71.0,0,1,3,0.0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,0,0,115,5,0,98.25,0,2,4,0.0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,145,10,0,106.71,2,3,7,0.0,1,1,0,6,3,0,0,1,0,0,0,0,0,0,1,1
1.0,1,2,1,0,65,9,0,130.9,2,1,5,0.0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,276,9,0,116.33,0,2,3,0.0,2,0,0,5,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,1,0,13,7,0,158.95,1,2,1,0.0,6,0,0,5,4,0,0,0,1,0,0,0,1,0,0,0
1.0,2,0,1,0,271,9,0,101.33,1,2,3,0.0,6,1,0,4,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,6,5,0,126.0,1,2,2,0.0,3,1,1,2,2,0,0,1,0,0,0,0,0,0,1,0
1.0,2,1,1,0,76,11,0,89.7,1,2,4,0.0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,68,2,0,43.43,0,2,7,0.0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,2,0,346,9,0,90.0,0,1,2,0.0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,1,1,0,1,1,0.0,2,1,3,0.0,4,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0
1.0,2,1,1,0,80,3,0,85.5,2,2,3,0.0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,17,10,0,48.0,0,2,2,0.0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1.0,1,1,0,0,0,11,0,73.15,0,1,2,0.0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,1,0,229,10,0,80.75,0,1,4,0.0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,1,2,1,0,115,2,0,76.0,0,1,5,0.0,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,2,0,257,7,0,101.5,0,2,2,0.0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,0,0,19,1,0,77.0,1,2,1,0.0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,203,7,0,90.95,1,2,5,0.0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,1,1
1.0,1,2,1,1,18,12,1,67.0,0,1,3,0.0,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1.0,2,1,0,0,77,4,0,85.5,0,2,3,0.0,6,1,0,6,2,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,301,11,0,52.0,0,2,2,0.0,6,0,0,6,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,66,10,0,99.2,1,2,4,0.0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,1,0
1.0,1,1,1,0,32,7,0,85.0,0,1,2,0.0,5,0,1,2,4,0,0,0,0,0,0,0,0,1,0,0
1.0,1,1,1,0,4,8,0,65.0,0,1,1,0.0,6,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0
1.0,2,0,1,0,245,6,0,75.0,0,2,2,0.0,6,0,0,6,4,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,0,0,6,2,0,81.0,0,2,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,164,9,0,126.9,1,2,4,0.0,3,0,1,6,3,0,0,1,0,0,0,0,0,0,1,1
1.0,2,2,1,0,179,9,0,113.4,0,2,4,0.0,2,0,1,6,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,170,7,0,90.95,0,2,4,0.0,3,0,0,5,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,0,0,33,3,0,73.1,0,2,4,0.0,6,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,113,6,0,75.0,0,2,2,0.0,6,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,211,5,0,100.0,0,2,2,0.0,5,1,0,6,2,0,0,0,0,0,0,0,0,1,0,1
1.0,3,2,1,0,151,7,0,133.45,2,3,5,0.0,2,0,0,6,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,104,7,0,77.03,1,2,2,0.0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0
1.0,3,1,1,0,147,10,0,151.2,0,3,3,0.0,6,0,0,6,3,0,0,1,0,0,0,0,0,0,1,0
1.0,1,0,0,0,2,6,0,104.0,1,1,2,0.0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,1,0,52,12,0,37.33,0,1,3,0.0,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,0,0,50,9,0,99.0,0,2,1,0.0,5,0,0,6,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,58,12,0,109.8,0,3,2,0.0,3,1,0,5,1,0,0,0,0,0,0,0,0,0,1,1
1.0,1,1,1,0,24,9,0,87.78,2,1,2,0.0,5,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,1,1,0,4,8,0,80.0,0,1,2,0.0,5,0,1,2,4,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,1,0,113,5,0,100.0,0,1,3,0.0,2,1,0,3,2,0,0,0,0,0,0,0,1,0,0,1
1.0,2,2,1,0,212,5,0,78.0,0,2,5,0.0,4,1,1,6,2,0,0,0,0,0,0,0,0,1,0,1
1.0,2,2,1,0,24,4,0,120.27,0,3,5,0.0,5,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1
1.0,2,2,1,0,12,12,0,68.0,2,2,5,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,21,6,0,94.35,1,2,3,0.0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,106,5,0,95.0,1,2,1,0.0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1,0,34,10,0,107.55,1,2,4,0.0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,2,0,15,6,0,278.0,2,4,4,0.0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,1,0
1.0,1,0,1,0,181,10,0,120.0,0,1,2,0.0,4,0,0,3,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,1,0,2,2,0,72.0,0,2,2,0.0,3,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
1.0,2,2,1,0,83,5,0,75.0,0,2,3,0.0,2,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0
1.0,1,3,1,0,3,9,1,65.0,0,1,10,0.08,6,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0
1.0,2,0,1,0,44,9,0,98.1,1,2,1,0.0,2,1,0,4,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,172,7,0,112.32,0,3,7,0.0,2,0,0,6,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,56,8,0,136.35,1,2,2,0.0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,1
1.0,2,0,0,0,3,12,0,75.0,0,2,1,0.0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,217,10,0,83.83,3,3,5,0.0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0
1.0,2,0,0,0,21,10,0,119.0,1,2,3,0.0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,1,1,0,0,9,0,98.8,0,1,2,0.0,3,1,1,3,3,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,2,0,221,8,0,73.0,0,1,1,0.0,2,0,0,6,4,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,1,0,0,1,1,65.0,0,1,1,0.0,5,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
1.0,2,2,1,0,179,10,0,108.9,2,2,3,0.0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,64,4,0,119.17,2,3,5,0.0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0
1.0,3,1,1,0,168,8,0,130.05,0,3,5,0.0,2,0,0,2,4,0,0,1,0,0,0,0,0,0,1,1
1.0,2,1,1,0,180,5,0,100.0,1,2,2,0.0,4,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1,0,216,5,0,69.38,1,2,4,0.0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,0,0,84,10,0,80.1,2,2,2,0.0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,1,0,0,120,6,0,85.5,0,1,3,0.0,1,1,0,2,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,2,12,1,65.0,1,1,2,0.0,2,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0
1.0,2,2,1,0,13,6,0,95.0,2,2,2,0.0,2,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,35,6,0,125.1,1,3,4,0.0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,2,0,126,12,0,136.8,2,2,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1.0,1,1,1,0,0,7,0,84.0,0,1,2,0.0,2,0,1,2,4,0,0,0,0,0,0,0,1,0,0,0
1.0,2,2,1,0,222,4,0,118.0,0,2,5,0.0,0,1,1,5,2,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,0,0,46,5,0,116.1,0,2,1,0.0,4,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,101,8,0,68.0,1,1,2,0.0,3,0,0,6,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,0,0,175,7,0,85.5,1,2,2,0.0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,0,0,33,7,0,125.1,1,1,1,0.0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,0,0,11,8,0,139.0,0,2,8,0.0,2,1,0,6,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,179,10,0,108.9,1,2,3,0.0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,31,9,0,94.0,2,2,5,0.0,5,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0
1.0,1,1,1,0,95,5,0,121.5,1,1,2,0.0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1
1.0,1,0,1,0,71,6,0,120.0,0,1,3,0.0,2,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,41,5,0,101.52,2,2,4,0.0,4,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0
1.0,1,2,0,0,8,9,0,87.53,1,1,3,0.0,6,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,28,5,0,100.0,0,2,2,0.0,5,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0
1.0,2,0,1,0,41,11,0,75.0,0,2,3,0.0,5,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,19,10,1,90.0,0,2,3,1.0,6,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0
1.0,3,1,1,0,22,4,0,172.0,0,3,2,0.0,6,1,1,0,2,0,0,1,0,0,0,0,0,0,1,1
1.0,1,0,1,0,206,9,0,126.9,1,1,3,0.0,2,0,0,5,3,1,0,0,0,0,0,0,0,0,1,1
1.0,2,1,0,0,70,4,0,90.56,1,2,4,0.0,5,1,0,5,2,0,0,0,0,0,0,0,0,0,1,0
1.0,3,2,1,0,40,8,0,177.3,3,3,2,0.0,3,1,1,1,4,0,0,1,0,0,0,0,0,0,1,0
1.0,2,0,1,0,5,9,0,184.0,1,2,3,0.0,5,1,0,3,3,0,0,1,0,0,0,0,0,0,1,0
1.0,1,2,1,0,69,6,0,120.0,0,1,6,0.0,2,1,0,1,4,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,0,0,0,9,0,87.78,0,2,1,0.0,5,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,35,3,0,83.9,2,2,5,0.0,5,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,56,11,0,93.6,1,2,3,0.0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,0,0,6,6,0,139.0,1,2,1,0.0,6,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,2,0,122,3,0,107.0,1,2,3,0.0,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1.0,3,2,1,0,160,7,0,125.8,0,3,6,0.0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1
1.0,1,0,1,0,33,10,0,157.5,1,1,4,0.0,6,1,0,4,3,0,0,1,0,0,0,0,0,0,1,1
1.0,2,1,1,0,81,3,0,65.0,0,2,3,0.0,2,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,31,10,0,85.0,0,2,3,0.0,4,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,0,0,31,9,0,125.1,1,2,1,0.0,3,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,2,0,150,6,0,90.0,1,2,3,0.0,2,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,1,0,71,6,0,120.0,0,1,3,0.0,2,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,4,1,0,200,8,0,66.53,2,2,14,0.0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,1,1
1.0,3,2,1,0,124,7,0,137.7,1,3,3,0.0,2,0,1,0,4,0,0,1,0,0,0,0,0,0,1,1
1.0,1,1,1,0,297,12,0,106.0,0,1,3,0.0,6,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0
1.0,2,1,0,0,40,6,0,98.1,1,2,1,0.0,3,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,29,12,0,84.67,0,2,6,0.0,4,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,0,0,0,8,0,116.0,1,2,2,0.0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,0,0,0,10,0,84.7,1,1,1,0.0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,1,12,8,0,164.0,3,3,2,0.0,6,0,0,4,4,0,0,1,0,0,0,0,0,0,1,0
1.0,2,1,1,0,59,3,0,85.85,1,2,4,0.0,6,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,1,8,0,12.0,0,2,1,0.0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,41,3,0,99.0,1,2,2,0.0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,83,12,0,75.0,0,2,2,0.0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,146,4,0,95.0,0,2,2,0.0,2,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,1,0,92,2,0,69.5,1,2,2,0.0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,1,9,8,0,99.0,3,2,2,0.0,4,1,0,6,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,2,0,34,9,0,224.67,0,2,3,0.0,6,0,0,5,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,1,1,0,79,5,0,187.85,0,4,5,0.0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1
1.0,2,2,1,0,25,2,0,72.8,0,2,3,0.0,5,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,33,1,0,64.0,0,2,2,0.0,5,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0
1.0,1,0,1,1,2,1,0,0.0,0,1,1,0.0,6,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1.0,1,2,1,0,1,2,0,60.0,0,1,3,0.0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1
1.0,2,1,1,0,91,8,0,134.1,2,3,4,0.0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,1,0,5,9,1,90.0,0,1,2,1.0,4,1,1,2,3,0,0,0,0,0,0,0,1,0,0,0
1.0,3,2,1,0,19,8,0,191.0,1,3,3,0.0,3,1,1,1,4,0,0,1,0,0,0,0,0,0,1,1
1.0,1,0,1,0,151,1,0,71.0,0,1,3,0.0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
1.0,3,0,1,0,21,6,0,182.0,3,3,4,0.0,3,1,0,3,4,0,0,1,0,0,0,0,0,0,1,0
1.0,2,0,1,0,4,5,0,161.0,1,2,1,0.0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,15,10,0,138.5,0,3,3,0.0,4,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,7,3,0,148.0,0,2,3,0.0,4,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0
1.0,1,0,1,0,1,2,0,86.0,0,1,3,0.0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,54,3,0,75.0,0,2,3,0.0,5,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,11,11,0,130.0,1,2,1,0.0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,2,0,327,9,0,88.0,1,2,6,0.0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,1,0,28,6,0,108.42,0,1,3,0.0,3,0,0,3,4,0,0,1,0,0,0,0,0,0,1,1
1.0,1,1,1,0,85,12,0,98.0,0,1,2,0.0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0,1,1,0,136,11,0,76.16,0,2,5,0.0,6,1,0,2,3,1,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,252,10,0,106.3,0,2,3,0.0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,183,8,0,112.0,1,2,5,0.0,3,0,0,4,4,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,1,0,17,6,0,151.0,1,2,3,0.0,2,1,0,5,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,25,7,0,151.0,1,2,1,0.0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,0,0,9,5,0,129.0,0,2,1,0.0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,2,0,247,6,0,115.0,1,2,2,0.0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,1,0,2,3,0,119.0,1,3,1,0.0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,0,0,28,7,0,132.05,0,1,4,0.0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,201,5,0,106.2,1,2,3,0.0,3,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,23,6,0,133.5,1,2,4,0.0,4,0,1,6,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,25,12,0,88.4,1,2,4,0.0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,2,0,268,10,0,105.0,0,2,2,0.0,6,0,1,1,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,0,0,5,2,0,79.0,0,2,1,0.0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,0,0,108,12,0,93.4,0,2,5,0.0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,3,2,1,0,102,12,0,119.0,1,3,4,0.0,2,0,1,6,1,0,0,1,0,0,0,0,0,0,1,1
1.0,2,1,1,0,115,5,0,105.3,1,2,3,0.0,6,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,2,0,102,10,0,80.0,0,1,2,0.0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,2,0,292,7,0,115.0,0,2,2,0.0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,1,0,0,5,0,141.0,0,2,1,0.0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,30,9,0,85.5,2,1,2,0.0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,1,153,8,0,186.3,2,4,3,0.0,1,1,1,0,4,0,0,0,0,1,0,0,0,0,1,1
1.0,2,1,2,0,418,9,0,107.0,0,2,3,0.0,4,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,115,8,0,82.45,0,2,7,0.0,6,1,0,2,4,0,0,1,0,0,0,0,0,1,0,0
1.0,2,0,1,0,2,8,0,75.0,0,2,2,0.0,4,0,0,6,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,1,0,62,11,0,155.52,1,1,5,0.0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,2,0,320,8,0,90.0,0,1,2,0.0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,1
1.0,1,1,1,0,12,2,0,85.0,0,1,3,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,37,10,0,105.0,0,2,3,0.0,3,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,97,9,0,135.9,1,2,5,0.0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,1,1,0,118,6,0,110.0,0,1,3,0.0,3,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0
1.0,1,1,1,0,25,9,1,65.0,1,1,1,0.0,5,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0
1.0,1,0,2,0,273,7,0,87.0,0,1,2,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,71,2,0,78.3,0,2,3,0.0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,11,2,0,83.55,0,3,2,0.0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,0,0,10,3,0,79.0,0,2,3,0.0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,43,11,0,75.0,0,2,3,0.0,2,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,70,6,0,100.0,0,2,2,0.0,6,0,0,6,4,1,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,99,10,0,65.0,0,2,4,0.0,6,1,1,0,3,0,0,0,0,0,0,0,0,1,0,1
1.0,3,0,1,0,57,4,0,130.05,0,3,4,0.0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,1,1
1.0,1,0,1,0,2,1,0,0.0,1,1,1,0.0,6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1.0,2,1,0,0,0,1,0,90.0,0,2,1,0.0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0
1.0,3,0,1,0,94,6,0,146.7,0,3,2,0.0,2,1,0,5,4,0,0,1,0,0,0,0,0,0,1,1
1.0,2,2,1,0,68,10,0,96.6,2,2,3,0.0,3,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,91,10,0,127.65,1,2,6,0.0,5,0,0,5,3,0,0,1,0,0,0,0,0,0,1,1
1.0,2,0,1,0,3,2,0,106.0,0,2,4,0.0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,1,1
1.0,1,1,1,0,21,12,0,67.32,0,1,5,0.0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,0,0,4,1,0,84.0,0,2,2,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,95,4,0,72.8,0,1,2,0.0,6,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,22,11,0,96.9,2,2,4,0.0,4,0,0,5,3,0,0,1,0,0,0,0,0,0,1,0
